"region_name","region_wkt"
"Inner West","POLYGON((151.1636256892817 -33.8916415499563,151.14877698017526 -33.914081562178,151.16748807026315 -33.91792782832445,151.18499753071237 -33.9180702792921,151.20267865253854 -33.89228277512465,151.19375226093698 -33.879599871113086,151.1636256892817 -33.8916415499563))" 
